,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
11446,-122.09,37.66,39.0,1160.0,259.0,725.0,274.0,2.2222,NEAR BAY,158300.0
11447,-122.02,37.35,26.0,2785.0,418.0,1221.0,422.0,8.1078,<1H OCEAN,365700.0
11448,-118.44,34.04,31.0,2670.0,662.0,1535.0,631.0,3.0714,<1H OCEAN,347800.0
11449,-118.41,34.25,18.0,3447.0,857.0,3663.0,817.0,3.2284,<1H OCEAN,157100.0
11450,-118.44,34.21,20.0,5756.0,1477.0,4031.0,1369.0,3.2448,<1H OCEAN,221200.0
11451,-121.37,38.68,29.0,3757.0,646.0,2022.0,611.0,3.5429,INLAND,88200.0
11452,-121.81,38.84,37.0,352.0,65.0,238.0,67.0,2.8542,INLAND,275000.0
11453,-122.61,38.26,17.0,2864.0,487.0,1482.0,547.0,4.6833,<1H OCEAN,215200.0
11454,-118.13,33.79,29.0,2937.0,524.0,1132.0,528.0,4.6133,NEAR OCEAN,500001.0
11455,-121.92,37.31,34.0,876.0,150.0,424.0,163.0,5.2769,<1H OCEAN,241100.0
11456,-118.44,34.19,29.0,1599.0,459.0,1143.0,438.0,2.4583,<1H OCEAN,199100.0
11457,-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,<1H OCEAN,94000.0
11458,-118.21,33.84,28.0,822.0,205.0,627.0,192.0,3.4583,<1H OCEAN,166300.0
11459,-118.32,34.14,23.0,4574.0,1423.0,1624.0,995.0,4.0965,<1H OCEAN,500001.0
11460,-119.98,38.94,25.0,1339.0,328.0,503.0,219.0,1.9018,INLAND,109700.0
11461,-117.46,34.07,19.0,3155.0,572.0,2482.0,642.0,2.9973,INLAND,113400.0
11462,-118.31,34.07,40.0,2657.0,794.0,2149.0,749.0,2.2653,<1H OCEAN,445000.0
11463,-119.78,36.85,12.0,782.0,166.0,292.0,164.0,2.8274,INLAND,79500.0
11464,-122.09,37.39,43.0,2065.0,535.0,1029.0,500.0,3.7318,NEAR BAY,327700.0
11465,-122.04,37.67,29.0,1694.0,251.0,690.0,242.0,6.0501,NEAR BAY,254200.0
11466,-117.89,33.74,34.0,1759.0,353.0,2083.0,330.0,3.2292,<1H OCEAN,160600.0
11467,-121.95,37.41,13.0,2164.0,412.0,1087.0,411.0,4.7625,<1H OCEAN,137500.0
11468,-117.81,33.68,4.0,1545.0,304.0,788.0,296.0,4.5469,<1H OCEAN,500001.0
11469,-122.29,37.48,15.0,5480.0,892.0,2009.0,831.0,7.4678,NEAR OCEAN,500001.0
11470,-118.1,33.84,36.0,690.0,109.0,316.0,104.0,3.7813,<1H OCEAN,209100.0
11471,-118.24,33.98,30.0,861.0,250.0,1062.0,231.0,1.75,<1H OCEAN,115400.0
11472,-121.34,38.61,22.0,1778.0,408.0,875.0,375.0,2.6023,INLAND,142200.0
11473,-117.81,33.75,25.0,2365.0,471.0,1197.0,458.0,3.7031,<1H OCEAN,227800.0
11474,-121.24,37.96,37.0,1175.0,260.0,951.0,267.0,2.875,INLAND,57700.0
11475,-122.26,41.66,17.0,1885.0,350.0,953.0,328.0,2.1607,INLAND,61400.0
11476,-117.79,33.68,9.0,1633.0,295.0,928.0,297.0,5.7858,<1H OCEAN,265900.0
11477,-118.43,34.13,37.0,4400.0,695.0,1521.0,666.0,8.2954,<1H OCEAN,500001.0
11478,-120.43,34.96,19.0,2350.0,631.0,1291.0,515.0,1.0349,<1H OCEAN,130800.0
11479,-122.4,37.81,12.0,1349.0,349.0,536.0,334.0,7.7852,NEAR BAY,250000.0
11480,-117.74,34.07,52.0,1868.0,316.0,947.0,328.0,4.2415,INLAND,140100.0
11481,-117.02,32.8,27.0,2369.0,370.0,927.0,374.0,4.1162,<1H OCEAN,177200.0
11482,-122.04,38.25,37.0,1176.0,291.0,648.0,271.0,2.7167,INLAND,92200.0
11483,-117.33,33.9,2.0,12837.0,1842.0,4636.0,1453.0,5.1512,INLAND,187800.0
11484,-118.08,33.76,26.0,996.0,364.0,366.0,313.0,1.2813,<1H OCEAN,46700.0
11485,-122.55,38.07,38.0,3392.0,709.0,1894.0,713.0,3.0573,NEAR BAY,350800.0
11486,-118.07,34.07,31.0,1370.0,284.0,1062.0,277.0,3.5156,<1H OCEAN,199300.0
11487,-117.8,33.63,15.0,3236.0,451.0,1289.0,416.0,11.1121,<1H OCEAN,493000.0
11488,-122.4,37.71,47.0,1649.0,328.0,1183.0,356.0,3.3625,NEAR BAY,223700.0
11489,-122.36,37.93,44.0,1891.0,449.0,1047.0,432.0,1.7727,NEAR BAY,86100.0
11490,-118.37,34.2,34.0,2199.0,609.0,2488.0,597.0,2.9861,<1H OCEAN,171800.0
11491,-121.63,36.67,34.0,2486.0,560.0,2443.0,557.0,2.5263,<1H OCEAN,130400.0
11492,-120.09,39.4,17.0,1076.0,283.0,171.0,64.0,2.125,INLAND,83900.0
11493,-122.38,37.59,44.0,2089.0,348.0,837.0,317.0,4.6628,NEAR OCEAN,459200.0
11494,-118.27,33.82,36.0,1593.0,334.0,1427.0,320.0,4.4015,<1H OCEAN,166900.0
11495,-118.04,33.98,43.0,2446.0,764.0,1699.0,692.0,2.625,<1H OCEAN,163300.0
11496,-118.2,33.87,36.0,1554.0,273.0,974.0,264.0,4.2135,<1H OCEAN,161400.0
11497,-118.08,33.76,26.0,1967.0,577.0,692.0,538.0,1.6111,<1H OCEAN,54300.0
11498,-117.66,33.61,16.0,2022.0,254.0,789.0,270.0,8.4112,<1H OCEAN,286900.0
11499,-118.12,34.1,49.0,2057.0,430.0,1103.0,414.0,4.0556,<1H OCEAN,282600.0
11500,-118.25,34.0,41.0,1768.0,475.0,1721.0,474.0,1.3030000000000002,<1H OCEAN,90400.0
11501,-117.22,33.21,19.0,4400.0,828.0,1901.0,735.0,3.6375,<1H OCEAN,198800.0
11502,-117.18,32.79,30.0,5201.0,1104.0,2961.0,1064.0,3.2661,NEAR OCEAN,140400.0
11503,-117.03,32.69,8.0,2460.0,397.0,1784.0,390.0,4.5662,NEAR OCEAN,175500.0
11504,-118.52,34.3,17.0,4542.0,621.0,2144.0,597.0,8.8467,<1H OCEAN,450700.0
11505,-118.44,34.15,44.0,1778.0,251.0,641.0,251.0,10.0549,<1H OCEAN,500001.0
11506,-117.59,33.44,3.0,5813.0,1264.0,2363.0,1041.0,4.3897,NEAR OCEAN,341300.0
11507,-117.14,32.71,39.0,1647.0,478.0,2176.0,479.0,1.7642,NEAR OCEAN,82900.0
11508,-122.14,37.72,39.0,786.0,132.0,288.0,132.0,3.5156,NEAR BAY,218900.0
11509,-117.6,34.08,15.0,2700.0,460.0,1432.0,449.0,4.9063,INLAND,159800.0
11510,-119.72,34.77,35.0,2469.0,553.0,1168.0,427.0,2.4583,<1H OCEAN,62100.0
11511,-122.73,38.47,16.0,1834.0,391.0,994.0,390.0,3.7266,<1H OCEAN,156500.0
11512,-118.11,33.94,32.0,2098.0,378.0,1036.0,385.0,5.0258,<1H OCEAN,255400.0
11513,-118.58,34.19,27.0,4286.0,1071.0,2863.0,1033.0,3.3125,<1H OCEAN,222800.0
11514,-122.25,37.47,38.0,645.0,124.0,265.0,103.0,5.4688,NEAR OCEAN,305000.0
11515,-120.45,34.94,26.0,1058.0,232.0,891.0,243.0,3.6422,<1H OCEAN,120600.0
11516,-122.26,38.31,33.0,4518.0,704.0,1776.0,669.0,5.2444,NEAR BAY,281100.0
11517,-118.23,33.99,37.0,378.0,176.0,714.0,156.0,2.1912,<1H OCEAN,112500.0
11518,-121.77,36.71,18.0,6601.0,1395.0,3562.0,1299.0,3.512,<1H OCEAN,174800.0
11519,-118.23,34.16,31.0,3105.0,582.0,1359.0,547.0,5.1718,<1H OCEAN,429100.0
11520,-120.64,37.7,16.0,284.0,51.0,239.0,46.0,1.8958,INLAND,137500.0
11521,-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,NEAR BAY,116700.0
11522,-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,<1H OCEAN,122900.0
11523,-122.01,36.97,43.0,2162.0,509.0,1208.0,464.0,2.5417,NEAR OCEAN,260900.0
11524,-118.39,34.02,38.0,2521.0,647.0,1091.0,597.0,4.1296,<1H OCEAN,322900.0
11525,-117.16,33.73,10.0,2381.0,454.0,1323.0,477.0,2.6322,INLAND,140700.0
11526,-122.87,38.68,32.0,4073.0,718.0,2053.0,629.0,3.7352,<1H OCEAN,228000.0
11527,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,NEAR BAY,204200.0
11528,-118.36,33.92,46.0,1231.0,231.0,793.0,256.0,4.1023,<1H OCEAN,226800.0
11529,-122.09,37.67,33.0,2431.0,655.0,1854.0,603.0,2.7019,NEAR BAY,154000.0
11530,-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,NEAR OCEAN,500000.0
11531,-117.26,33.0,31.0,2695.0,491.0,1059.0,451.0,4.7841,NEAR OCEAN,393500.0
11532,-118.7,34.3,27.0,1527.0,220.0,756.0,226.0,6.1825,<1H OCEAN,227000.0
11533,-118.31,33.93,42.0,1173.0,201.0,602.0,186.0,5.5787,<1H OCEAN,142000.0
11534,-122.42,37.66,41.0,2189.0,414.0,1063.0,409.0,4.7361,NEAR OCEAN,302600.0
11535,-119.42,35.97,21.0,554.0,121.0,426.0,122.0,2.3516,INLAND,47500.0
11536,-122.43,37.74,52.0,3328.0,653.0,1260.0,614.0,4.7437,NEAR BAY,331000.0
11537,-118.54,34.15,26.0,10111.0,1295.0,3599.0,1257.0,10.2292,<1H OCEAN,500001.0
11538,-122.47,37.76,52.0,2680.0,740.0,1587.0,713.0,2.5933,NEAR BAY,359600.0
11539,-117.08,32.75,20.0,1886.0,586.0,1134.0,525.0,1.5029,NEAR OCEAN,100000.0
11540,-120.91,37.74,19.0,1690.0,327.0,855.0,296.0,3.25,INLAND,176700.0
11541,-122.13,37.69,34.0,1131.0,278.0,560.0,237.0,2.875,NEAR BAY,161700.0
11542,-121.82,37.23,23.0,4487.0,584.0,2024.0,580.0,7.5218,<1H OCEAN,291500.0
11543,-117.32,34.14,32.0,1691.0,353.0,1457.0,329.0,1.8438,INLAND,66600.0
11544,-116.93,32.79,19.0,3354.0,,1948.0,682.0,3.0192,<1H OCEAN,142300.0
11545,-118.4,33.99,36.0,1280.0,240.0,704.0,217.0,5.9632,<1H OCEAN,328100.0
11546,-116.77,33.92,19.0,2307.0,525.0,1266.0,437.0,1.6875,INLAND,63000.0
11547,-117.08,32.72,32.0,2286.0,468.0,1741.0,467.0,3.0446,NEAR OCEAN,101900.0
11548,-118.07,33.89,29.0,1138.0,217.0,964.0,222.0,4.537,<1H OCEAN,185300.0
11549,-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3.0273,NEAR OCEAN,135300.0
11550,-118.06,33.83,17.0,1973.0,516.0,1112.0,501.0,3.8512,<1H OCEAN,163800.0
11551,-119.26,36.3,18.0,3578.0,720.0,1540.0,640.0,2.425,INLAND,84600.0
11552,-118.8,34.27,12.0,3330.0,600.0,1577.0,584.0,4.6985,<1H OCEAN,264100.0
11553,-118.0,33.67,34.0,3712.0,667.0,1521.0,632.0,4.8125,<1H OCEAN,387800.0
11554,-121.02,36.24,12.0,2198.0,507.0,1971.0,502.0,2.6801,<1H OCEAN,100000.0
11555,-118.27,33.92,36.0,1465.0,346.0,1147.0,324.0,1.7262,<1H OCEAN,88800.0
11556,-118.25,33.9,42.0,1386.0,320.0,1163.0,319.0,2.4271,<1H OCEAN,89500.0
11557,-117.37,33.2,29.0,1315.0,311.0,1425.0,306.0,2.0272,NEAR OCEAN,99600.0
11558,-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,<1H OCEAN,238000.0
11559,-117.38,33.2,26.0,1427.0,386.0,974.0,317.0,1.3903,NEAR OCEAN,184400.0
11560,-118.02,33.77,7.0,586.0,118.0,232.0,107.0,5.2077,<1H OCEAN,181300.0
11561,-118.15,34.19,38.0,1750.0,411.0,1398.0,409.0,2.3967,<1H OCEAN,163100.0
11562,-118.3,34.26,37.0,2824.0,633.0,1619.0,573.0,3.5568,<1H OCEAN,184500.0
11563,-118.09,33.93,36.0,1585.0,323.0,1205.0,343.0,4.5306,<1H OCEAN,183400.0
11564,-121.77,37.22,16.0,1617.0,306.0,667.0,264.0,4.5221,<1H OCEAN,191100.0
11565,-117.99,33.74,26.0,4065.0,741.0,1960.0,739.0,4.506,<1H OCEAN,240000.0
11566,-121.22,37.8,37.0,1038.0,222.0,521.0,211.0,2.125,INLAND,91900.0
11567,-119.6,36.57,42.0,2311.0,439.0,1347.0,436.0,2.5556,INLAND,69700.0
11568,-122.15,37.74,49.0,1325.0,277.0,764.0,282.0,3.3125,NEAR BAY,118000.0
11569,-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,3.676,NEAR OCEAN,125600.0
11570,-122.14,37.45,48.0,2074.0,297.0,700.0,279.0,8.7051,NEAR BAY,500001.0
11571,-121.52,38.53,31.0,3089.0,585.0,1366.0,561.0,4.2885,INLAND,160300.0
11572,-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,INLAND,136800.0
11573,-117.13,32.73,43.0,2706.0,667.0,1531.0,614.0,2.1513,NEAR OCEAN,145000.0
11574,-118.33,33.69,41.0,2168.0,357.0,1171.0,374.0,4.7216,NEAR OCEAN,311900.0
11575,-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,3.35,<1H OCEAN,163100.0
11576,-119.56,36.71,37.0,1609.0,374.0,1173.0,344.0,2.181,INLAND,59900.0
11577,-118.5,34.03,52.0,1506.0,208.0,547.0,186.0,7.8705,<1H OCEAN,500001.0
11578,-117.02,33.95,5.0,1822.0,367.0,798.0,313.0,2.8783,INLAND,105200.0
11579,-117.72,33.64,16.0,1230.0,242.0,380.0,246.0,2.2969,<1H OCEAN,67500.0
11580,-121.38,38.71,7.0,4842.0,935.0,2857.0,907.0,3.9318,INLAND,133000.0
11581,-118.32,33.95,43.0,3819.0,708.0,1505.0,712.0,3.1719,<1H OCEAN,183500.0
11582,-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,<1H OCEAN,81300.0
11583,-121.81,37.23,24.0,2413.0,369.0,1237.0,381.0,6.4328,<1H OCEAN,257200.0
11584,-117.22,33.17,6.0,1487.0,362.0,810.0,322.0,3.625,<1H OCEAN,135700.0
11585,-117.72,34.09,33.0,4979.0,934.0,2575.0,874.0,3.7958,INLAND,152500.0
11586,-118.44,34.05,32.0,1880.0,435.0,798.0,417.0,4.7109,<1H OCEAN,500000.0
11587,-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,1.9405,INLAND,145400.0
11588,-120.71,38.73,17.0,2146.0,396.0,862.0,351.0,2.9219,INLAND,141300.0
11589,-118.1,34.01,42.0,1436.0,298.0,1005.0,298.0,3.4297,<1H OCEAN,195800.0
11590,-122.1,37.96,20.0,3796.0,650.0,1679.0,611.0,4.3571,NEAR BAY,228200.0
11591,-118.2,33.96,44.0,2144.0,477.0,1760.0,452.0,2.3221,<1H OCEAN,161600.0
11592,-118.34,34.13,45.0,2375.0,417.0,751.0,410.0,6.6739,<1H OCEAN,500001.0
11593,-120.16,37.12,29.0,1995.0,392.0,1261.0,354.0,1.9073,INLAND,79200.0
11594,-120.51,37.32,13.0,2109.0,477.0,1108.0,466.0,2.3099,INLAND,89600.0
11595,-118.08,33.93,39.0,1478.0,324.0,1127.0,320.0,3.525,<1H OCEAN,158000.0
11596,-122.66,38.27,16.0,1523.0,308.0,477.0,315.0,2.1696,<1H OCEAN,75000.0
11597,-122.49,37.74,48.0,1186.0,213.0,487.0,207.0,3.8333,NEAR OCEAN,340800.0
11598,-119.81,37.67,24.0,172.0,42.0,79.0,30.0,3.8333,INLAND,93800.0
11599,-117.93,33.64,31.0,1291.0,356.0,1252.0,373.0,2.7143,<1H OCEAN,185400.0
11600,-122.1,37.65,31.0,1797.0,327.0,796.0,319.0,4.4427,NEAR BAY,204500.0
11601,-122.94,38.64,26.0,4050.0,712.0,2072.0,636.0,4.0781,<1H OCEAN,287800.0
11602,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,NEAR BAY,176000.0
11603,-121.89,37.99,4.0,2171.0,597.0,928.0,461.0,4.1016,INLAND,170500.0
11604,-120.35,37.98,4.0,1658.0,301.0,676.0,278.0,3.5714,INLAND,149500.0
11605,-117.92,33.81,34.0,988.0,173.0,759.0,184.0,5.6047,<1H OCEAN,205100.0
11606,-117.14,32.93,16.0,2412.0,419.0,1612.0,422.0,4.5086,<1H OCEAN,171100.0
11607,-121.83,37.3,17.0,1299.0,211.0,825.0,217.0,4.5,<1H OCEAN,235800.0
11608,-121.66,36.67,40.0,2878.0,592.0,1444.0,564.0,3.1439,<1H OCEAN,192300.0
11609,-122.15,37.7,36.0,1468.0,252.0,733.0,229.0,3.4583,NEAR BAY,192600.0
11610,-119.74,36.79,28.0,2857.0,619.0,1614.0,592.0,2.1573,INLAND,71400.0
11611,-122.53,37.97,44.0,3595.0,953.0,1831.0,910.0,2.6036,NEAR BAY,287500.0
11612,-117.96,34.08,28.0,2831.0,552.0,2330.0,557.0,3.9741,<1H OCEAN,173100.0
11613,-118.2,33.99,30.0,1474.0,459.0,1844.0,464.0,2.551,<1H OCEAN,160000.0
11614,-117.48,33.93,31.0,2191.0,459.0,1564.0,450.0,2.6776,INLAND,122000.0
11615,-121.47,38.13,13.0,3192.0,715.0,1768.0,626.0,2.2619,INLAND,123500.0
11616,-123.2,39.23,26.0,786.0,168.0,494.0,161.0,2.3583,<1H OCEAN,105400.0
11617,-119.8,36.68,31.0,2214.0,432.0,1326.0,416.0,2.1691,INLAND,66700.0
11618,-120.69,38.36,19.0,3267.0,614.0,1252.0,566.0,2.7236,INLAND,109900.0
11619,-121.46,38.69,11.0,3335.0,658.0,1963.0,622.0,3.3125,INLAND,96800.0
11620,-116.38,34.2,14.0,4985.0,1238.0,2517.0,954.0,2.0674,INLAND,65000.0
11621,-118.19,34.06,37.0,1715.0,456.0,2052.0,440.0,2.3125,<1H OCEAN,116100.0
11622,-117.93,33.83,30.0,1561.0,381.0,1104.0,391.0,3.375,<1H OCEAN,201900.0
11623,-121.01,37.62,35.0,2074.0,477.0,1687.0,431.0,2.0885,INLAND,73700.0
11624,-121.18,38.78,13.0,3480.0,528.0,1432.0,532.0,6.1642,INLAND,277800.0
11625,-118.27,34.25,37.0,2489.0,454.0,1215.0,431.0,5.0234,<1H OCEAN,257600.0
11626,-117.87,33.91,16.0,2434.0,455.0,1017.0,476.0,4.2188,<1H OCEAN,176300.0
11627,-117.93,34.57,5.0,5613.0,1060.0,3569.0,999.0,3.1946,INLAND,132700.0
11628,-118.47,33.99,37.0,2155.0,721.0,1082.0,637.0,3.4071,<1H OCEAN,267500.0
11629,-118.36,33.88,44.0,1362.0,237.0,709.0,247.0,4.4271,<1H OCEAN,336200.0
11630,-118.9,34.14,35.0,1503.0,263.0,576.0,216.0,5.1457,<1H OCEAN,500001.0
11631,-122.57,38.58,18.0,2083.0,506.0,926.0,487.0,1.9925,INLAND,225000.0
11632,-119.77,36.73,44.0,1960.0,393.0,1286.0,381.0,2.1518,INLAND,53000.0
11633,-122.22,38.08,37.0,4590.0,857.0,2920.0,832.0,3.4360000000000004,NEAR BAY,94800.0
11634,-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,NEAR BAY,234700.0
11635,-118.33,34.0,52.0,1114.0,169.0,486.0,176.0,4.2917,<1H OCEAN,247600.0
11636,-118.4,34.05,43.0,1028.0,145.0,394.0,149.0,10.4519,<1H OCEAN,500001.0
11637,-119.7,36.94,15.0,1449.0,277.0,649.0,265.0,2.4861,INLAND,86300.0
11638,-118.11,33.83,36.0,1820.0,313.0,899.0,295.0,4.918,<1H OCEAN,225200.0
11639,-122.02,36.97,44.0,594.0,169.0,325.0,139.0,1.1552,NEAR OCEAN,250000.0
11640,-118.15,33.89,33.0,2848.0,641.0,2319.0,647.0,3.407,<1H OCEAN,190800.0
11641,-116.97,32.83,17.0,6659.0,1402.0,3183.0,1378.0,2.949,<1H OCEAN,117300.0
11642,-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,6.2715,<1H OCEAN,255100.0
11643,-118.14,33.86,44.0,1436.0,257.0,745.0,233.0,4.625,<1H OCEAN,213400.0
11644,-118.16,34.6,5.0,7294.0,1139.0,3123.0,930.0,4.9904,INLAND,154100.0
11645,-118.25,34.09,52.0,104.0,20.0,32.0,17.0,3.75,<1H OCEAN,241700.0
11646,-118.11,34.14,44.0,3298.0,615.0,1417.0,643.0,4.1324,<1H OCEAN,434800.0
11647,-116.61,33.04,11.0,2522.0,538.0,616.0,269.0,3.875,INLAND,198100.0
11648,-121.66,39.15,22.0,2144.0,376.0,1200.0,370.0,3.4426,INLAND,102400.0
11649,-117.88,33.9,21.0,3180.0,434.0,1413.0,391.0,6.5945,<1H OCEAN,277300.0
11650,-124.07,40.87,31.0,334.0,134.0,780.0,130.0,0.7684,NEAR OCEAN,153100.0
11651,-119.02,35.41,31.0,2348.0,701.0,1413.0,611.0,1.3222,INLAND,51400.0
11652,-117.09,32.79,36.0,1936.0,345.0,861.0,343.0,3.8333,NEAR OCEAN,170000.0
11653,-118.01,33.81,18.0,5238.0,1083.0,3032.0,1065.0,4.4583,<1H OCEAN,190100.0
11654,-121.91,37.44,24.0,1212.0,251.0,799.0,242.0,5.0808,<1H OCEAN,212500.0
11655,-121.66,36.69,6.0,10613.0,2485.0,7249.0,2375.0,3.7912,<1H OCEAN,168900.0
11656,-121.76,38.41,19.0,686.0,107.0,348.0,109.0,3.9306,INLAND,93800.0
11657,-118.15,34.17,36.0,930.0,280.0,1024.0,300.0,1.0846,<1H OCEAN,146400.0
11658,-117.74,33.97,4.0,9755.0,1748.0,4662.0,1583.0,5.6501,<1H OCEAN,254900.0
11659,-118.32,34.08,52.0,1137.0,304.0,754.0,297.0,3.37,<1H OCEAN,330300.0
11660,-118.23,34.11,35.0,4148.0,971.0,3220.0,892.0,3.3389,<1H OCEAN,187100.0
11661,-117.37,34.12,32.0,3190.0,568.0,1614.0,512.0,3.8398,INLAND,118200.0
11662,-122.26,37.51,29.0,3703.0,1075.0,1611.0,1025.0,2.7075,NEAR OCEAN,323800.0
11663,-117.89,33.83,35.0,2984.0,446.0,1435.0,455.0,5.6276,<1H OCEAN,200800.0
11664,-118.05,33.9,36.0,1047.0,227.0,975.0,239.0,3.1897,<1H OCEAN,155000.0
11665,-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154,<1H OCEAN,193200.0
11666,-122.29,37.86,50.0,2485.0,607.0,1354.0,563.0,1.9483,NEAR BAY,150500.0
11667,-120.84,35.35,27.0,2863.0,711.0,930.0,533.0,2.6205,NEAR OCEAN,221100.0
11668,-120.66,35.13,41.0,2666.0,751.0,940.0,507.0,1.9653,<1H OCEAN,236100.0
11669,-117.71,34.12,20.0,11250.0,1893.0,4952.0,1859.0,5.6785,INLAND,239500.0
11670,-117.8,33.68,8.0,2032.0,349.0,862.0,340.0,6.9133,<1H OCEAN,274100.0
11671,-118.3,33.78,35.0,2572.0,504.0,1172.0,519.0,4.6207,<1H OCEAN,304100.0
11672,-118.72,34.28,17.0,2654.0,478.0,1392.0,451.0,5.4459,<1H OCEAN,223900.0
11673,-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65,<1H OCEAN,385700.0
11674,-122.41,37.79,52.0,3598.0,1011.0,2062.0,966.0,2.9871,NEAR BAY,380000.0
11675,-122.01,37.26,14.0,2561.0,404.0,1172.0,378.0,7.6107,<1H OCEAN,500001.0
11676,-120.34,38.25,17.0,5497.0,1056.0,997.0,408.0,2.9821,INLAND,111500.0
11677,-122.25,37.89,37.0,3000.0,457.0,987.0,450.0,7.5385,NEAR BAY,350000.0
11678,-120.43,38.25,13.0,763.0,161.0,311.0,125.0,2.4583,INLAND,112500.0
11679,-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,INLAND,117600.0
11680,-122.33,38.33,15.0,3193.0,468.0,1303.0,426.0,5.3017,NEAR BAY,202600.0
11681,-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,INLAND,201700.0
11682,-117.15,34.03,32.0,2832.0,393.0,1033.0,385.0,6.5648,INLAND,237200.0
11683,-117.22,32.74,41.0,2621.0,542.0,1074.0,471.0,2.4016,NEAR OCEAN,287500.0
11684,-118.36,33.9,40.0,1271.0,276.0,725.0,234.0,5.0452,<1H OCEAN,231900.0
11685,-116.79,32.84,12.0,4281.0,786.0,1891.0,721.0,3.5769,<1H OCEAN,231800.0
11686,-121.81,36.57,13.0,3030.0,413.0,1027.0,363.0,6.9615,<1H OCEAN,500001.0
11687,-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683,<1H OCEAN,394600.0
11688,-119.75,34.4,31.0,1997.0,299.0,826.0,301.0,6.8927,NEAR OCEAN,500001.0
11689,-117.23,33.83,2.0,1424.0,251.0,681.0,192.0,4.0833,INLAND,100000.0
11690,-118.51,34.27,36.0,2276.0,429.0,1001.0,419.0,4.1042,<1H OCEAN,252100.0
11691,-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393,NEAR BAY,217300.0
11692,-118.07,34.17,34.0,4062.0,597.0,1525.0,566.0,7.8588,INLAND,454800.0
11693,-119.33,36.22,29.0,1735.0,323.0,805.0,293.0,3.5039,INLAND,89900.0
11694,-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,INLAND,500001.0
11695,-118.18,34.05,38.0,3272.0,731.0,3299.0,726.0,2.8295,<1H OCEAN,126500.0
11696,-118.1,34.17,48.0,1111.0,229.0,421.0,202.0,3.2813,INLAND,268100.0
11697,-118.17,34.11,26.0,4971.0,996.0,2370.0,932.0,4.9676,<1H OCEAN,381400.0
11698,-117.9,33.63,26.0,1632.0,376.0,598.0,375.0,3.2125,<1H OCEAN,455000.0
11699,-121.31,38.01,22.0,2101.0,514.0,1304.0,511.0,2.8348,INLAND,101600.0
11700,-122.45,37.71,46.0,2559.0,506.0,1562.0,498.0,4.3846,NEAR OCEAN,270600.0
11701,-121.18,38.75,16.0,2807.0,459.0,1201.0,429.0,4.7941,INLAND,247600.0
11702,-117.18,32.81,28.0,3436.0,537.0,1503.0,498.0,4.7679,NEAR OCEAN,204000.0
11703,-118.09,34.08,33.0,1430.0,344.0,1165.0,328.0,3.0357,<1H OCEAN,206000.0
11704,-118.03,33.85,30.0,2320.0,448.0,1434.0,452.0,4.0865,<1H OCEAN,203700.0
11705,-118.32,33.94,38.0,1067.0,170.0,499.0,169.0,4.6389,<1H OCEAN,183800.0
11706,-118.24,34.07,27.0,223.0,80.0,249.0,82.0,1.6136,<1H OCEAN,137500.0
11707,-121.83,37.32,21.0,4559.0,1163.0,5124.0,1124.0,3.2052,<1H OCEAN,179000.0
11708,-123.79,39.44,16.0,2017.0,423.0,1177.0,414.0,3.2171,<1H OCEAN,116200.0
11709,-117.12,32.76,27.0,1426.0,364.0,792.0,353.0,2.0673,NEAR OCEAN,118800.0
11710,-118.28,34.0,38.0,3335.0,921.0,3612.0,887.0,2.125,<1H OCEAN,118800.0
11711,-118.19,33.78,29.0,1170.0,369.0,1398.0,373.0,2.2543,NEAR OCEAN,156300.0
11712,-118.39,34.07,33.0,5301.0,1281.0,2243.0,1159.0,4.2386,<1H OCEAN,500001.0
11713,-117.93,33.68,33.0,2664.0,432.0,1197.0,429.0,5.069,<1H OCEAN,264200.0
11714,-118.34,33.79,36.0,716.0,123.0,388.0,124.0,5.0254,<1H OCEAN,350000.0
11715,-122.23,37.47,39.0,5264.0,1259.0,3057.0,1265.0,3.623,NEAR OCEAN,276600.0
